description
"rumah ini memiliki luas area sebesar 7420 meter persegi, 4 kamar tidur, dan 2 kamar mandi. rumah ini terdiri dari 3 lantai. rumah ini berada yes pinggir jalan raya, no memiliki ruang tamu, dan no memiliki basement. rumah ini  no disediakan waterheater dan yes memiliki ac. Tersedia 2 tempat parkir. rumah ini yes berada di lingkungan yang diminati, dan kondisinya adalah furnished.harga rumah ini adalah 13300000"
"rumah ini memiliki luas area sebesar 3040 meter persegi, 2 kamar tidur, dan 1 kamar mandi. rumah ini terdiri dari 1 lantai. rumah ini berada no pinggir jalan raya, no memiliki ruang tamu, dan no memiliki basement. rumah ini  no disediakan waterheater dan no memiliki ac. Tersedia 0 tempat parkir. rumah ini no berada di lingkungan yang diminati, dan kondisinya adalah unfurnished.harga rumah ini adalah 2870000"
"rumah ini memiliki luas area sebesar 3630 meter persegi, 2 kamar tidur, dan 1 kamar mandi. rumah ini terdiri dari 1 lantai. rumah ini berada yes pinggir jalan raya, no memiliki ruang tamu, dan no memiliki basement. rumah ini  no disediakan waterheater dan no memiliki ac. Tersedia 0 tempat parkir. rumah ini no berada di lingkungan yang diminati, dan kondisinya adalah unfurnished.harga rumah ini adalah 2870000"
"rumah ini memiliki luas area sebesar 6000 meter persegi, 2 kamar tidur, dan 1 kamar mandi. rumah ini terdiri dari 1 lantai. rumah ini berada yes pinggir jalan raya, no memiliki ruang tamu, dan no memiliki basement. rumah ini  no disediakan waterheater dan no memiliki ac. Tersedia 0 tempat parkir. rumah ini no berada di lingkungan yang diminati, dan kondisinya adalah semi-furnished.harga rumah ini adalah 2870000"
"rumah ini memiliki luas area sebesar 5400 meter persegi, 4 kamar tidur, dan 1 kamar mandi. rumah ini terdiri dari 2 lantai. rumah ini berada yes pinggir jalan raya, no memiliki ruang tamu, dan no memiliki basement. rumah ini  no disediakan waterheater dan no memiliki ac. Tersedia 0 tempat parkir. rumah ini no berada di lingkungan yang diminati, dan kondisinya adalah unfurnished.harga rumah ini adalah 2870000"
"rumah ini memiliki luas area sebesar 5200 meter persegi, 4 kamar tidur, dan 1 kamar mandi. rumah ini terdiri dari 3 lantai. rumah ini berada yes pinggir jalan raya, no memiliki ruang tamu, dan no memiliki basement. rumah ini  no disediakan waterheater dan no memiliki ac. Tersedia 0 tempat parkir. rumah ini no berada di lingkungan yang diminati, dan kondisinya adalah unfurnished.harga rumah ini adalah 2852500"
"rumah ini memiliki luas area sebesar 3300 meter persegi, 3 kamar tidur, dan 1 kamar mandi. rumah ini terdiri dari 2 lantai. rumah ini berada no pinggir jalan raya, no memiliki ruang tamu, dan no memiliki basement. rumah ini  no disediakan waterheater dan no memiliki ac. Tersedia 1 tempat parkir. rumah ini no berada di lingkungan yang diminati, dan kondisinya adalah semi-furnished.harga rumah ini adalah 2835000"
"rumah ini memiliki luas area sebesar 4350 meter persegi, 3 kamar tidur, dan 1 kamar mandi. rumah ini terdiri dari 2 lantai. rumah ini berada no pinggir jalan raya, no memiliki ruang tamu, dan no memiliki basement. rumah ini  yes disediakan waterheater dan no memiliki ac. Tersedia 1 tempat parkir. rumah ini no berada di lingkungan yang diminati, dan kondisinya adalah unfurnished.harga rumah ini adalah 2835000"
"rumah ini memiliki luas area sebesar 2640 meter persegi, 2 kamar tidur, dan 1 kamar mandi. rumah ini terdiri dari 1 lantai. rumah ini berada no pinggir jalan raya, no memiliki ruang tamu, dan no memiliki basement. rumah ini  no disediakan waterheater dan no memiliki ac. Tersedia 1 tempat parkir. rumah ini no berada di lingkungan yang diminati, dan kondisinya adalah furnished.harga rumah ini adalah 2835000"
"rumah ini memiliki luas area sebesar 2650 meter persegi, 3 kamar tidur, dan 1 kamar mandi. rumah ini terdiri dari 2 lantai. rumah ini berada yes pinggir jalan raya, no memiliki ruang tamu, dan yes memiliki basement. rumah ini  no disediakan waterheater dan no memiliki ac. Tersedia 1 tempat parkir. rumah ini no berada di lingkungan yang diminati, dan kondisinya adalah unfurnished.harga rumah ini adalah 2800000"
"rumah ini memiliki luas area sebesar 3960 meter persegi, 3 kamar tidur, dan 1 kamar mandi. rumah ini terdiri dari 1 lantai. rumah ini berada yes pinggir jalan raya, no memiliki ruang tamu, dan no memiliki basement. rumah ini  no disediakan waterheater dan no memiliki ac. Tersedia 0 tempat parkir. rumah ini no berada di lingkungan yang diminati, dan kondisinya adalah furnished.harga rumah ini adalah 2800000"
"rumah ini memiliki luas area sebesar 6800 meter persegi, 2 kamar tidur, dan 1 kamar mandi. rumah ini terdiri dari 1 lantai. rumah ini berada yes pinggir jalan raya, no memiliki ruang tamu, dan no memiliki basement. rumah ini  no disediakan waterheater dan no memiliki ac. Tersedia 0 tempat parkir. rumah ini no berada di lingkungan yang diminati, dan kondisinya adalah unfurnished.harga rumah ini adalah 2730000"
"rumah ini memiliki luas area sebesar 4000 meter persegi, 3 kamar tidur, dan 1 kamar mandi. rumah ini terdiri dari 2 lantai. rumah ini berada yes pinggir jalan raya, no memiliki ruang tamu, dan no memiliki basement. rumah ini  no disediakan waterheater dan no memiliki ac. Tersedia 1 tempat parkir. rumah ini no berada di lingkungan yang diminati, dan kondisinya adalah unfurnished.harga rumah ini adalah 2730000"
"rumah ini memiliki luas area sebesar 4000 meter persegi, 2 kamar tidur, dan 1 kamar mandi. rumah ini terdiri dari 1 lantai. rumah ini berada yes pinggir jalan raya, no memiliki ruang tamu, dan no memiliki basement. rumah ini  no disediakan waterheater dan no memiliki ac. Tersedia 0 tempat parkir. rumah ini no berada di lingkungan yang diminati, dan kondisinya adalah unfurnished.harga rumah ini adalah 2695000"
"rumah ini memiliki luas area sebesar 3934 meter persegi, 2 kamar tidur, dan 1 kamar mandi. rumah ini terdiri dari 1 lantai. rumah ini berada yes pinggir jalan raya, no memiliki ruang tamu, dan no memiliki basement. rumah ini  no disediakan waterheater dan no memiliki ac. Tersedia 0 tempat parkir. rumah ini no berada di lingkungan yang diminati, dan kondisinya adalah unfurnished.harga rumah ini adalah 2660000"
"rumah ini memiliki luas area sebesar 2000 meter persegi, 2 kamar tidur, dan 1 kamar mandi. rumah ini terdiri dari 2 lantai. rumah ini berada yes pinggir jalan raya, no memiliki ruang tamu, dan no memiliki basement. rumah ini  no disediakan waterheater dan no memiliki ac. Tersedia 0 tempat parkir. rumah ini no berada di lingkungan yang diminati, dan kondisinya adalah semi-furnished.harga rumah ini adalah 2660000"
"rumah ini memiliki luas area sebesar 3630 meter persegi, 3 kamar tidur, dan 3 kamar mandi. rumah ini terdiri dari 2 lantai. rumah ini berada no pinggir jalan raya, yes memiliki ruang tamu, dan no memiliki basement. rumah ini  no disediakan waterheater dan no memiliki ac. Tersedia 0 tempat parkir. rumah ini no berada di lingkungan yang diminati, dan kondisinya adalah unfurnished.harga rumah ini adalah 2660000"
"rumah ini memiliki luas area sebesar 2800 meter persegi, 3 kamar tidur, dan 1 kamar mandi. rumah ini terdiri dari 1 lantai. rumah ini berada yes pinggir jalan raya, no memiliki ruang tamu, dan no memiliki basement. rumah ini  no disediakan waterheater dan no memiliki ac. Tersedia 0 tempat parkir. rumah ini no berada di lingkungan yang diminati, dan kondisinya adalah unfurnished.harga rumah ini adalah 2660000"
"rumah ini memiliki luas area sebesar 2430 meter persegi, 3 kamar tidur, dan 1 kamar mandi. rumah ini terdiri dari 1 lantai. rumah ini berada no pinggir jalan raya, no memiliki ruang tamu, dan no memiliki basement. rumah ini  no disediakan waterheater dan no memiliki ac. Tersedia 0 tempat parkir. rumah ini no berada di lingkungan yang diminati, dan kondisinya adalah unfurnished.harga rumah ini adalah 2660000"
"rumah ini memiliki luas area sebesar 3480 meter persegi, 2 kamar tidur, dan 1 kamar mandi. rumah ini terdiri dari 1 lantai. rumah ini berada yes pinggir jalan raya, no memiliki ruang tamu, dan no memiliki basement. rumah ini  no disediakan waterheater dan no memiliki ac. Tersedia 1 tempat parkir. rumah ini no berada di lingkungan yang diminati, dan kondisinya adalah semi-furnished.harga rumah ini adalah 2660000"
"rumah ini memiliki luas area sebesar 4000 meter persegi, 3 kamar tidur, dan 1 kamar mandi. rumah ini terdiri dari 1 lantai. rumah ini berada yes pinggir jalan raya, no memiliki ruang tamu, dan no memiliki basement. rumah ini  no disediakan waterheater dan no memiliki ac. Tersedia 0 tempat parkir. rumah ini no berada di lingkungan yang diminati, dan kondisinya adalah semi-furnished.harga rumah ini adalah 2660000"
"rumah ini memiliki luas area sebesar 3185 meter persegi, 2 kamar tidur, dan 1 kamar mandi. rumah ini terdiri dari 1 lantai. rumah ini berada yes pinggir jalan raya, no memiliki ruang tamu, dan no memiliki basement. rumah ini  no disediakan waterheater dan yes memiliki ac. Tersedia 0 tempat parkir. rumah ini no berada di lingkungan yang diminati, dan kondisinya adalah unfurnished.harga rumah ini adalah 2653000"
"rumah ini memiliki luas area sebesar 4000 meter persegi, 3 kamar tidur, dan 1 kamar mandi. rumah ini terdiri dari 2 lantai. rumah ini berada yes pinggir jalan raya, no memiliki ruang tamu, dan no memiliki basement. rumah ini  no disediakan waterheater dan yes memiliki ac. Tersedia 0 tempat parkir. rumah ini no berada di lingkungan yang diminati, dan kondisinya adalah unfurnished.harga rumah ini adalah 2653000"
"rumah ini memiliki luas area sebesar 2910 meter persegi, 2 kamar tidur, dan 1 kamar mandi. rumah ini terdiri dari 1 lantai. rumah ini berada no pinggir jalan raya, no memiliki ruang tamu, dan no memiliki basement. rumah ini  no disediakan waterheater dan no memiliki ac. Tersedia 0 tempat parkir. rumah ini no berada di lingkungan yang diminati, dan kondisinya adalah unfurnished.harga rumah ini adalah 2604000"
"rumah ini memiliki luas area sebesar 3600 meter persegi, 2 kamar tidur, dan 1 kamar mandi. rumah ini terdiri dari 1 lantai. rumah ini berada yes pinggir jalan raya, no memiliki ruang tamu, dan no memiliki basement. rumah ini  no disediakan waterheater dan no memiliki ac. Tersedia 0 tempat parkir. rumah ini no berada di lingkungan yang diminati, dan kondisinya adalah unfurnished.harga rumah ini adalah 2590000"
"rumah ini memiliki luas area sebesar 4400 meter persegi, 2 kamar tidur, dan 1 kamar mandi. rumah ini terdiri dari 1 lantai. rumah ini berada yes pinggir jalan raya, no memiliki ruang tamu, dan no memiliki basement. rumah ini  no disediakan waterheater dan no memiliki ac. Tersedia 0 tempat parkir. rumah ini no berada di lingkungan yang diminati, dan kondisinya adalah unfurnished.harga rumah ini adalah 2590000"
"rumah ini memiliki luas area sebesar 3600 meter persegi, 2 kamar tidur, dan 2 kamar mandi. rumah ini terdiri dari 2 lantai. rumah ini berada yes pinggir jalan raya, no memiliki ruang tamu, dan yes memiliki basement. rumah ini  no disediakan waterheater dan no memiliki ac. Tersedia 1 tempat parkir. rumah ini no berada di lingkungan yang diminati, dan kondisinya adalah furnished.harga rumah ini adalah 2590000"
"rumah ini memiliki luas area sebesar 2880 meter persegi, 3 kamar tidur, dan 1 kamar mandi. rumah ini terdiri dari 1 lantai. rumah ini berada no pinggir jalan raya, no memiliki ruang tamu, dan no memiliki basement. rumah ini  no disediakan waterheater dan no memiliki ac. Tersedia 0 tempat parkir. rumah ini no berada di lingkungan yang diminati, dan kondisinya adalah unfurnished.harga rumah ini adalah 2520000"
"rumah ini memiliki luas area sebesar 3180 meter persegi, 3 kamar tidur, dan 1 kamar mandi. rumah ini terdiri dari 1 lantai. rumah ini berada no pinggir jalan raya, no memiliki ruang tamu, dan no memiliki basement. rumah ini  no disediakan waterheater dan no memiliki ac. Tersedia 0 tempat parkir. rumah ini no berada di lingkungan yang diminati, dan kondisinya adalah unfurnished.harga rumah ini adalah 2520000"
"rumah ini memiliki luas area sebesar 3000 meter persegi, 2 kamar tidur, dan 1 kamar mandi. rumah ini terdiri dari 2 lantai. rumah ini berada yes pinggir jalan raya, no memiliki ruang tamu, dan no memiliki basement. rumah ini  no disediakan waterheater dan no memiliki ac. Tersedia 0 tempat parkir. rumah ini no berada di lingkungan yang diminati, dan kondisinya adalah furnished.harga rumah ini adalah 2520000"
"rumah ini memiliki luas area sebesar 4400 meter persegi, 3 kamar tidur, dan 1 kamar mandi. rumah ini terdiri dari 2 lantai. rumah ini berada yes pinggir jalan raya, no memiliki ruang tamu, dan no memiliki basement. rumah ini  no disediakan waterheater dan no memiliki ac. Tersedia 0 tempat parkir. rumah ini no berada di lingkungan yang diminati, dan kondisinya adalah unfurnished.harga rumah ini adalah 2485000"
"rumah ini memiliki luas area sebesar 3000 meter persegi, 3 kamar tidur, dan 1 kamar mandi. rumah ini terdiri dari 2 lantai. rumah ini berada no pinggir jalan raya, no memiliki ruang tamu, dan no memiliki basement. rumah ini  no disediakan waterheater dan no memiliki ac. Tersedia 0 tempat parkir. rumah ini no berada di lingkungan yang diminati, dan kondisinya adalah semi-furnished.harga rumah ini adalah 2485000"
"rumah ini memiliki luas area sebesar 3210 meter persegi, 3 kamar tidur, dan 1 kamar mandi. rumah ini terdiri dari 2 lantai. rumah ini berada yes pinggir jalan raya, no memiliki ruang tamu, dan yes memiliki basement. rumah ini  no disediakan waterheater dan no memiliki ac. Tersedia 0 tempat parkir. rumah ini no berada di lingkungan yang diminati, dan kondisinya adalah unfurnished.harga rumah ini adalah 2450000"
"rumah ini memiliki luas area sebesar 3240 meter persegi, 2 kamar tidur, dan 1 kamar mandi. rumah ini terdiri dari 1 lantai. rumah ini berada no pinggir jalan raya, yes memiliki ruang tamu, dan no memiliki basement. rumah ini  no disediakan waterheater dan no memiliki ac. Tersedia 1 tempat parkir. rumah ini no berada di lingkungan yang diminati, dan kondisinya adalah unfurnished.harga rumah ini adalah 2450000"
"rumah ini memiliki luas area sebesar 3000 meter persegi, 2 kamar tidur, dan 1 kamar mandi. rumah ini terdiri dari 1 lantai. rumah ini berada yes pinggir jalan raya, no memiliki ruang tamu, dan no memiliki basement. rumah ini  no disediakan waterheater dan no memiliki ac. Tersedia 1 tempat parkir. rumah ini no berada di lingkungan yang diminati, dan kondisinya adalah unfurnished.harga rumah ini adalah 2450000"
"rumah ini memiliki luas area sebesar 3500 meter persegi, 2 kamar tidur, dan 1 kamar mandi. rumah ini terdiri dari 1 lantai. rumah ini berada yes pinggir jalan raya, yes memiliki ruang tamu, dan no memiliki basement. rumah ini  no disediakan waterheater dan no memiliki ac. Tersedia 0 tempat parkir. rumah ini no berada di lingkungan yang diminati, dan kondisinya adalah unfurnished.harga rumah ini adalah 2450000"
"rumah ini memiliki luas area sebesar 4840 meter persegi, 2 kamar tidur, dan 1 kamar mandi. rumah ini terdiri dari 2 lantai. rumah ini berada yes pinggir jalan raya, no memiliki ruang tamu, dan no memiliki basement. rumah ini  no disediakan waterheater dan no memiliki ac. Tersedia 0 tempat parkir. rumah ini no berada di lingkungan yang diminati, dan kondisinya adalah unfurnished.harga rumah ini adalah 2450000"
"rumah ini memiliki luas area sebesar 7700 meter persegi, 2 kamar tidur, dan 1 kamar mandi. rumah ini terdiri dari 1 lantai. rumah ini berada yes pinggir jalan raya, no memiliki ruang tamu, dan no memiliki basement. rumah ini  no disediakan waterheater dan no memiliki ac. Tersedia 0 tempat parkir. rumah ini no berada di lingkungan yang diminati, dan kondisinya adalah unfurnished.harga rumah ini adalah 2450000"
"rumah ini memiliki luas area sebesar 3635 meter persegi, 2 kamar tidur, dan 1 kamar mandi. rumah ini terdiri dari 1 lantai. rumah ini berada no pinggir jalan raya, no memiliki ruang tamu, dan no memiliki basement. rumah ini  no disediakan waterheater dan no memiliki ac. Tersedia 0 tempat parkir. rumah ini no berada di lingkungan yang diminati, dan kondisinya adalah unfurnished.harga rumah ini adalah 2408000"
"rumah ini memiliki luas area sebesar 2475 meter persegi, 3 kamar tidur, dan 1 kamar mandi. rumah ini terdiri dari 2 lantai. rumah ini berada yes pinggir jalan raya, no memiliki ruang tamu, dan no memiliki basement. rumah ini  no disediakan waterheater dan no memiliki ac. Tersedia 0 tempat parkir. rumah ini no berada di lingkungan yang diminati, dan kondisinya adalah furnished.harga rumah ini adalah 2380000"
"rumah ini memiliki luas area sebesar 2787 meter persegi, 4 kamar tidur, dan 2 kamar mandi. rumah ini terdiri dari 2 lantai. rumah ini berada yes pinggir jalan raya, no memiliki ruang tamu, dan no memiliki basement. rumah ini  no disediakan waterheater dan no memiliki ac. Tersedia 0 tempat parkir. rumah ini no berada di lingkungan yang diminati, dan kondisinya adalah furnished.harga rumah ini adalah 2380000"
"rumah ini memiliki luas area sebesar 3264 meter persegi, 2 kamar tidur, dan 1 kamar mandi. rumah ini terdiri dari 1 lantai. rumah ini berada yes pinggir jalan raya, no memiliki ruang tamu, dan no memiliki basement. rumah ini  no disediakan waterheater dan no memiliki ac. Tersedia 0 tempat parkir. rumah ini no berada di lingkungan yang diminati, dan kondisinya adalah unfurnished.harga rumah ini adalah 2380000"
